"start_year","start_month","start_day","end_year","end_month","end_day","latitude","longitude","end_date","start_date","days_between","num_earthquakes_before_erupt","exp_num_earthquakes_before_erupt"
2012,4,30,2012,6,8,11.985,-86.165,2012-06-08,2012-04-30,39,5,0.0336897349954273
2012,3,1,2012,5,18,-0.38,100.474,2012-05-18,2012-03-01,78,1,0.367879441171442
2012,2,22,2013,7,12,4.892,-75.324,2013-07-12,2012-02-22,506,0,0
2012,2,19,2012,4,14,10.83,-85.324,2012-04-14,2012-02-19,55,2,0.270670566473225
2012,2,18,2012,2,18,51.923,-177.168,2012-02-18,2012-02-18,0,4,0.0732625555549367
2012,2,10,2012,5,2,24.751,141.289,2012-05-02,2012-02-10,82,1,0.367879441171442
2012,2,1,2012,2,1,-4.649,145.964,2012-02-01,2012-02-01,0,1,0.367879441171442
2012,1,12,2012,1,18,10.025,-83.767,2012-01-18,2012-01-12,6,3,0.149361205103592
2012,1,2,2012,1,2,-37.92,-71.45,2012-01-02,2012-01-02,0,0,0
2012,1,2,2012,1,14,-8.272,123.505,2012-01-14,2012-01-02,12,0,0
2011,12,18,2012,1,12,15.05,42.18,2012-01-12,2011-12-18,25,0,0
2011,12,15,2011,12,15,-1.697,101.264,2011-12-15,2011-12-15,0,1,0.367879441171442
2011,12,5,2011,12,23,0.8,127.33,2011-12-23,2011-12-05,18,0,0
2011,11,27,2016,3,16,-1.467,-78.442,2016-03-16,2011-11-27,1571,0,0
2011,11,6,2012,3,16,-1.408,29.2,2012-03-16,2011-11-06,131,0,0
2011,11,2,2011,11,2,56.056,160.642,2011-11-02,2011-11-02,0,1,0.367879441171442
2011,10,26,2011,11,1,-45.9,-72.97,2011-11-01,2011-10-26,6,0,0
2011,10,10,2012,3,5,27.73,-18.03,2012-03-05,2011-10-10,147,0,0
2011,9,17,2011,10,10,-14.27,167.5,2011-10-10,2011-09-17,23,12,7.37305482399385e-05
2011,8,22,2011,9,27,10.83,-85.324,2011-09-27,2011-08-22,36,2,0.270670566473225
2011,8,21,2011,10,23,12.702,-87.004,2011-10-23,2011-08-21,63,2,0.270670566473225
2011,8,3,2011,10,12,-0.38,100.474,2011-10-12,2011-08-03,70,1,0.367879441171442
2011,7,31,2012,9,9,-6.102,105.423,2012-09-09,2011-07-31,406,1,0.367879441171442
2011,7,19,2015,8,18,52.825,-169.944,2015-08-18,2011-07-19,1491,6,0.0148725130599982
2011,7,3,2011,8,15,1.112,124.737,2011-08-15,2011-07-03,43,1,0.367879441171442
2011,6,26,2012,5,1,1.358,124.792,2012-05-01,2011-06-26,310,1,0.367879441171442
2011,6,22,2014,7,15,-2.764,35.914,2014-07-15,2011-06-22,1119,0,0
2011,6,13,2012,6,3,13.37,41.7,2012-06-03,2011-06-13,356,1,0.367879441171442
2011,6,6,2012,9,19,-2.005,-78.341,2012-09-19,2011-06-06,471,0,0
2011,6,4,2012,4,21,-40.59,-72.117,2012-04-21,2011-06-04,322,0,0
2011,6,4,2011,7,10,-15.389,167.835,2011-07-10,2011-06-04,36,6,0.0148725130599982
2011,5,21,2011,5,28,64.416,-17.316,2011-05-28,2011-05-21,7,0,0
2011,5,15,2011,6,9,32.884,131.104,2011-06-09,2011-05-15,25,0,0
2011,5,13,2012,7,20,-8.108,112.922,2012-07-20,2011-05-13,434,0,0
2011,4,23,2011,9,1,18.13,145.8,2011-09-01,2011-04-23,131,1,0.367879441171442
2011,4,20,2011,5,26,-1.467,-78.442,2011-05-26,2011-04-20,36,0,0
2011,4,6,2011,4,12,45.95,-130,2011-04-12,2011-04-06,6,0,0
2011,3,31,2011,4,1,1.22,-77.37,2011-04-01,2011-03-31,1,0,0
2011,3,30,2011,7,3,56.056,160.642,2011-07-03,2011-03-30,95,1,0.367879441171442
2011,3,29,2011,8,12,-4.271,152.203,2011-08-12,2011-03-29,136,4,0.0732625555549367
2011,3,11,2011,8,13,2.781,125.407,2011-08-13,2011-03-11,155,1,0.367879441171442
2011,3,7,2011,6,14,12.606,-86.84,2011-06-14,2011-03-07,99,0,0
2011,2,22,2011,2,22,1.358,124.792,2011-02-22,2011-02-22,0,1,0.367879441171442
2011,2,17,2011,6,26,-35.223,-70.568,2011-06-26,2011-02-17,129,0,0
2011,1,19,2011,9,7,31.934,130.862,2011-09-07,2011-01-19,231,1,0.367879441171442
2011,1,14,2011,1,14,10.025,-83.767,2011-01-14,2011-01-14,0,3,0.149361205103592
2011,1,4,2011,1,4,14.242,40.3,2011-01-04,2011-01-04,0,0,0
2010,11,26,2012,6,13,-7.942,112.95,2012-06-13,2010-11-26,565,0,0
2010,11,22,2011,1,2,-1.467,-78.442,2011-01-02,2010-11-22,41,0,0
2010,11,11,2013,9,13,55.131,160.32,2013-09-13,2010-11-11,1037,0,0
2010,11,6,2011,5,13,12.769,124.056,2011-05-13,2010-11-06,188,1,0.367879441171442
2010,10,26,2012,7,15,-7.54,110.446,2012-07-15,2010-10-26,628,0,0
2010,10,25,2011,3,9,-6.102,105.423,2011-03-09,2010-10-25,135,1,0.367879441171442
2010,10,14,2010,12,10,-21.244,55.708,2010-12-10,2010-10-14,57,0,0
2010,9,20,2010,9,20,48.092,153.2,2010-09-20,2010-09-20,0,4,0.0732625555549367
2010,9,17,2011,6,22,12.278,93.858,2011-06-22,2010-09-17,278,0,0
2010,9,12,2010,9,26,52.825,-169.944,2010-09-26,2010-09-12,14,6,0.0148725130599982
2010,9,6,2010,10,13,-35.223,-70.568,2010-10-13,2010-09-06,37,0,0
2010,8,27,2010,9,18,3.17,98.392,2010-09-18,2010-08-27,22,0,0
2010,8,25,2013,4,27,37.748,14.999,2013-04-27,2010-08-25,976,0,0
2010,8,25,2010,8,25,1.22,-77.37,2010-08-25,2010-08-25,0,0,0
2010,8,10,2013,12,15,-4.08,145.037,2013-12-15,2010-08-10,1223,2,0.270670566473225
2010,8,6,2010,12,16,2.781,125.407,2010-12-16,2010-08-06,132,1,0.367879441171442
2010,7,24,2010,8,15,10.025,-83.767,2010-08-15,2010-07-24,22,2,0.270670566473225
2010,7,23,2010,7,25,-4.271,152.203,2010-07-25,2010-07-23,2,5,0.0336897349954273
2010,7,18,2010,7,18,-16.355,-70.903,2010-07-18,2010-07-18,0,1,0.367879441171442
2010,7,2,2010,7,9,50.686,156.014,2010-07-09,2010-07-02,7,2,0.270670566473225
2010,6,30,2010,8,10,48.958,153.93,2010-08-10,2010-06-30,41,5,0.0336897349954273
2010,6,19,2010,6,19,24.751,141.289,2010-06-19,2010-06-19,0,0,0
2010,6,9,2011,1,13,12.702,-87.004,2011-01-13,2010-06-09,218,0,0
2010,6,6,2010,6,22,52.559,158.03,2010-06-22,2010-06-06,16,1,0.367879441171442
2010,5,30,2010,6,2,52.825,-169.944,2010-06-02,2010-05-30,3,1,0.367879441171442
2010,5,27,2010,5,29,16.58,145.78,2010-05-29,2010-05-27,2,0,0
2010,5,26,2011,5,27,-5.05,151.33,2011-05-27,2010-05-26,366,8,0.00268370102322009
2010,5,21,2020,4,17,55.972,160.595,2020-04-17,2010-05-21,3619,0,0
2010,5,3,2010,8,11,18.13,145.8,2010-08-11,2010-05-03,100,2,0.270670566473225
2010,4,11,2010,7,21,34.094,139.526,2010-07-21,2010-04-11,101,0,0
2010,4,8,2010,4,8,37.748,14.999,2010-04-08,2010-04-08,0,0,0
2010,3,30,2010,7,10,31.934,130.862,2010-07-10,2010-03-30,102,1,0.367879441171442
2010,3,20,2010,6,23,63.633,-19.633,2010-06-23,2010-03-20,95,1,0.367879441171442
2010,2,25,2010,2,26,-4.649,145.964,2010-02-26,2010-02-25,1,2,0.270670566473225
2010,2,3,2010,4,8,24.285,141.481,2010-04-08,2010-02-03,64,0,0
2010,1,5,2010,11,29,-8.108,112.922,2010-11-29,2010-01-05,328,0,0
2010,1,5,2010,3,7,10.025,-83.767,2010-03-07,2010-01-05,61,1,0.367879441171442
2010,1,2,2010,1,29,-1.408,29.2,2010-01-29,2010-01-02,27,0,0
2010,1,1,2010,7,29,-1.467,-78.442,2010-07-29,2010-01-01,209,1,0.367879441171442
2009,12,17,2010,2,16,55.972,160.595,2010-02-16,2009-12-17,61,0,0
2009,12,11,2011,3,12,11.538,-85.622,2011-03-12,2009-12-11,456,1,0.367879441171442
2009,11,22,2012,4,20,-39.42,-71.93,2012-04-20,2009-11-22,880,0,0
2009,11,16,2014,10,13,10.2,-84.233,2014-10-13,2009-11-16,1792,1,0.367879441171442
2009,11,15,2009,11,15,31.934,130.862,2009-11-15,2009-11-15,0,1,0.367879441171442
2009,11,5,2010,1,12,-21.244,55.708,2010-01-12,2009-11-05,68,0,0
2009,10,2,2009,12,12,52.825,-169.944,2009-12-12,2009-10-02,71,1,0.367879441171442
2009,9,27,2010,6,19,-14.27,167.5,2010-06-19,2009-09-27,265,10,0.000453999297624849
2009,9,27,2009,9,27,-7.2,109.879,2009-09-27,2009-09-27,0,0,0
2009,9,16,2010,2,16,-5.525,148.42,2010-02-16,2009-09-16,153,4,0.0732625555549367
2009,9,15,2010,1,1,13.257,123.685,2010-01-01,2009-09-15,108,1,0.367879441171442
2009,9,6,2009,12,26,12.702,-87.004,2009-12-26,2009-09-06,111,1,0.367879441171442
2009,8,1,2010,12,20,56.056,160.642,2010-12-20,2009-08-01,506,1,0.367879441171442
2009,6,28,2009,7,1,12.17,40.82,2009-07-01,2009-06-28,3,0,0
2009,6,25,2009,6,25,52.825,-169.944,2009-06-25,2009-06-25,0,1,0.367879441171442
2009,6,11,2009,7,16,48.092,153.2,2009-07-16,2009-06-11,35,5,0.0336897349954273
2009,5,4,2009,12,16,-25.887,-177.188,2009-12-16,2009-05-04,226,7,0.00638317375888161
2009,5,2,2010,5,23,-8.42,116.47,2010-05-23,2009-05-02,386,1,0.367879441171442
2009,5,1,2009,6,3,-8.2,119.07,2009-06-03,2009-05-01,33,3,0.149361205103592
2009,4,21,2009,6,22,-7.242,109.208,2009-06-22,2009-04-21,62,0,0
2009,4,10,2009,4,28,-0.37,-91.55,2009-04-28,2009-04-10,18,0,0
2009,4,1,2009,4,1,34.094,139.526,2009-04-01,2009-04-01,0,1,0.367879441171442
2009,4,1,2009,6,19,-1.697,101.264,2009-06-19,2009-04-01,79,0,0
2009,3,25,2009,9,16,-6.102,105.423,2009-09-16,2009-03-25,175,3,0.149361205103592
2009,3,17,2009,3,22,-20.536,-175.382,2009-03-22,2009-03-17,5,4,0.0732625555549367
2009,3,15,2009,7,1,60.485,-152.742,2009-07-01,2009-03-15,108,0,0
2009,2,16,2009,2,17,-0.171,-78.598,2009-02-17,2009-02-16,1,0,0
2009,2,11,2009,7,13,50.686,156.014,2009-07-13,2009-02-11,152,1,0.367879441171442
2009,1,29,2009,3,24,-39.42,-71.93,2009-03-24,2009-01-29,54,0,0
2009,1,22,2009,1,22,-37.92,-71.45,2009-01-22,2009-01-22,0,1,0.367879441171442
2009,1,21,2009,1,22,-36.868,-71.378,2009-01-22,2009-01-21,1,0,0
2009,1,21,2009,5,2,36.406,138.523,2009-05-02,2009-01-21,101,0,0
2009,1,18,2009,1,19,-30.543,-178.556,2009-01-19,2009-01-18,1,5,0.0336897349954273
2009,1,15,2009,1,15,-7.2,109.879,2009-01-15,2009-01-15,0,0,0
2009,1,12,2009,3,21,10.2,-84.233,2009-03-21,2009-01-12,68,1,0.367879441171442
2009,1,2,2009,1,21,52.825,-169.944,2009-01-21,2009-01-02,19,2,0.270670566473225
2009,1,1,2009,1,1,-4.016,103.121,2009-01-01,2009-01-01,0,1,0.367879441171442
2008,12,23,2009,8,27,53.321,158.712,2009-08-27,2008-12-23,247,1,0.367879441171442
2008,11,29,2010,3,24,2.781,125.407,2010-03-24,2008-11-29,480,2,0.270670566473225
2008,11,21,2008,11,21,12.702,-87.004,2008-11-21,2008-11-21,0,2,0.270670566473225
2008,11,18,2008,11,28,43.384,144.013,2008-11-28,2008-11-18,10,1,0.367879441171442
2008,11,16,2008,11,16,-15.37,-174.23,2008-11-16,2008-11-16,0,9,0.00111068823678012
2008,11,16,2009,5,16,-15.1,-173.75,2009-05-16,2008-11-16,181,12,7.37305482399385e-05
2008,11,3,2008,12,16,13.793,40.553,2008-12-16,2008-11-03,43,0,0
2008,10,26,2012,1,14,2.93,-76.03,2012-01-14,2008-10-26,1175,0,0
2008,10,21,2010,1,2,1.22,-77.37,2010-01-02,2008-10-21,438,0,0
2008,10,8,2009,4,16,56.056,160.642,2009-04-16,2008-10-08,190,1,0.367879441171442
2008,9,21,2009,2,4,-21.244,55.708,2009-02-04,2008-09-21,136,0,0
2008,9,19,2008,11,29,-10.386,165.804,2008-11-29,2008-09-19,71,3,0.149361205103592
2008,8,22,2008,8,22,31.934,130.862,2008-08-22,2008-08-22,0,0,0
2008,8,10,2008,8,10,13.257,123.685,2008-08-10,2008-08-10,0,0,0
2008,8,10,2008,8,14,36.406,138.523,2008-08-14,2008-08-10,4,0,0
2008,8,7,2008,8,9,52.177,-175.508,2008-08-09,2008-08-07,2,1,0.367879441171442
2008,7,30,2008,7,30,11.538,-85.622,2008-07-30,2008-07-30,0,3,0.149361205103592
2008,7,29,2008,8,8,50.324,155.461,2008-08-08,2008-07-29,10,1,0.367879441171442
2008,7,27,2020,4,17,-0.077,-77.656,2020-04-17,2008-07-27,4282,0,0
2008,7,13,2008,10,4,-5.416,150.027,2008-10-04,2008-07-13,83,6,0.0148725130599982
2008,7,12,2008,8,19,53.43,-168.13,2008-08-19,2008-07-12,38,2,0.270670566473225
2008,7,11,2008,8,23,55.972,160.595,2008-08-23,2008-07-11,43,1,0.367879441171442
2008,7,5,2008,7,5,12.606,-86.84,2008-07-05,2008-07-05,0,2,0.270670566473225
2008,6,22,2008,8,5,12.702,-87.004,2008-08-05,2008-06-22,44,2,0.270670566473225
2008,6,12,2008,6,17,-8.119,114.056,2008-06-17,2008-06-12,5,0,0
2008,6,6,2008,11,2,1.112,124.737,2008-11-02,2008-06-06,149,0,0
2008,5,29,2008,6,17,-0.92,-91.408,2008-06-17,2008-05-29,19,0,0
2008,5,23,2018,12,17,-16.25,168.12,2018-12-17,2008-05-23,3860,4,0.0732625555549367
2008,5,13,2010,4,19,12.278,93.858,2010-04-19,2008-05-13,706,0,0
2008,5,13,2009,7,4,37.748,14.999,2009-07-04,2008-05-13,417,0,0
2008,5,8,2008,5,8,34.094,139.526,2008-05-08,2008-05-08,0,1,0.367879441171442
2008,5,2,2011,5,31,-42.833,-72.646,2011-05-31,2008-05-02,1124,1,0.367879441171442
2008,4,29,2008,12,17,11.985,-86.165,2008-12-17,2008-04-29,232,6,0.0148725130599982
2008,4,15,2008,4,28,-8.676,122.455,2008-04-28,2008-04-15,13,1,0.367879441171442
2008,4,5,2020,4,17,1.488,127.63,2020-04-17,2008-04-05,4395,0,0
2008,3,11,2008,3,13,-5.416,150.027,2008-03-13,2008-03-11,2,6,0.0148725130599982
2008,2,24,2008,2,24,-16.507,168.346,2008-02-24,2008-02-24,0,1,0.367879441171442
2008,2,22,2008,3,1,56.17,-159.38,2008-03-01,2008-02-22,8,0,0
2008,2,17,2008,2,17,32.884,131.104,2008-02-17,2008-02-17,0,1,0.367879441171442
2008,2,12,2008,2,12,54.756,-163.97,2008-02-12,2008-02-12,0,1,0.367879441171442
2008,2,8,2008,2,8,-25.887,-177.188,2008-02-08,2008-02-08,0,7,0.00638317375888161
2008,2,1,2008,2,1,-0.171,-78.598,2008-02-01,2008-02-01,0,0,0
2008,1,13,2008,1,13,10.2,-84.233,2008-01-13,2008-01-13,0,0,0
2008,1,7,2008,1,7,34.094,139.526,2008-01-07,2008-01-07,0,1,0.367879441171442
2008,1,2,2008,4,16,2.93,-76.03,2008-04-16,2008-01-02,105,0,0
2008,1,1,2009,6,12,-38.692,-71.729,2009-06-12,2008-01-01,528,1,0.367879441171442
2007,11,27,2007,12,16,-0.979,100.681,2007-12-16,2007-11-27,19,2,0.270670566473225
2007,11,27,2008,8,9,16.35,145.67,2008-08-09,2007-11-27,256,2,0.270670566473225
2007,11,24,2007,12,20,11.538,-85.622,2007-12-20,2007-11-24,26,8,0.00268370102322009
2007,10,28,2008,2,18,12.606,-86.84,2008-02-18,2007-10-28,113,2,0.270670566473225
2007,10,23,2008,8,30,-6.102,105.423,2008-08-30,2007-10-23,312,5,0.0336897349954273
2007,10,16,2008,4,16,-7.93,112.308,2008-04-16,2007-10-16,183,0,0
2007,10,4,2008,1,17,1.22,-77.37,2008-01-17,2007-10-04,105,0,0
2007,9,30,2008,6,16,15.55,41.83,2008-06-16,2007-09-30,260,0,0
2007,9,25,2007,9,25,-39.28,175.57,2007-09-25,2007-09-25,0,0,0
2007,9,9,2007,9,9,-1.697,101.264,2007-09-09,2007-09-09,0,0,0
2007,8,28,2007,8,28,-5.576,150.516,2007-08-28,2007-08-28,0,12,7.37305482399385e-05
2007,8,19,2007,11,1,50.324,155.461,2007-11-01,2007-08-19,74,1,0.367879441171442
2007,8,15,2007,9,13,55.417,-161.894,2007-09-13,2007-08-15,29,0,0
2007,8,12,2007,8,14,12.17,40.82,2007-08-14,2007-08-12,2,1,0.367879441171442
2007,7,26,2007,8,26,-8.119,114.056,2007-08-26,2007-07-26,31,0,0
2007,7,8,2007,7,16,1.38,127.53,2007-07-16,2007-07-08,8,1,0.367879441171442
2007,6,17,2008,8,12,52.825,-169.944,2008-08-12,2007-06-17,422,3,0.149361205103592
2007,6,16,2007,11,9,1.112,124.737,2007-11-09,2007-06-16,146,1,0.367879441171442
2007,6,16,2010,10,9,-2.764,35.914,2010-10-09,2007-06-16,1211,0,0
2007,6,12,2007,6,12,12.606,-86.84,2007-06-12,2007-06-12,0,3,0.149361205103592
2007,5,26,2007,8,8,-38.692,-71.729,2007-08-08,2007-05-26,74,1,0.367879441171442
2007,5,19,2007,5,21,-5.519,148.115,2007-05-21,2007-05-19,2,3,0.149361205103592
2007,5,10,2007,12,24,55.972,160.595,2007-12-24,2007-05-10,228,2,0.270670566473225
2007,5,1,2007,5,1,-5.05,151.33,2007-05-01,2007-05-01,0,13,2.93842822907537e-05
2007,4,21,2007,5,14,-16.507,168.346,2007-05-14,2007-04-21,23,2,0.270670566473225
2007,4,2,2007,4,6,-8.991,157.979,2007-04-06,2007-04-02,4,3,0.149361205103592
2007,3,19,2008,5,16,37.748,14.999,2008-05-16,2007-03-19,424,1,0.367879441171442
2007,3,19,2007,6,22,-0.979,100.681,2007-06-22,2007-03-19,95,3,0.149361205103592
2007,3,15,2007,10,11,-0.077,-77.656,2007-10-11,2007-03-15,210,0,0
2007,3,4,2007,4,18,50.324,155.461,2007-04-18,2007-03-04,45,1,0.367879441171442
2007,2,19,2007,5,28,2.93,-76.03,2007-05-28,2007-02-19,98,0,0
2007,2,15,2007,7,15,56.056,160.642,2007-07-15,2007-02-15,150,2,0.270670566473225
2007,2,9,2007,7,10,11.538,-85.622,2007-07-10,2007-02-09,151,9,0.00111068823678012
2007,1,17,2015,11,26,-7.791,123.585,2015-11-26,2007-01-17,3235,0,0
2007,1,12,2007,1,15,-11.75,43.38,2007-01-15,2007-01-12,3,0,0
2006,12,14,2006,12,26,1.112,124.737,2006-12-26,2006-12-14,12,1,0.367879441171442
2006,12,12,2007,11,4,-25.887,-177.188,2007-11-04,2006-12-12,327,4,0.0732625555549367
2006,12,11,2007,2,17,12.606,-86.84,2007-02-17,2006-12-11,68,3,0.149361205103592
2006,12,4,2006,12,8,18.13,145.8,2006-12-08,2006-12-04,4,1,0.367879441171442
2006,11,27,2006,12,5,-1.408,29.2,2006-12-05,2006-11-27,8,0,0
2006,11,25,2007,3,3,52.381,-174.166,2007-03-03,2006-11-25,98,2,0.270670566473225
2006,11,8,2007,12,27,-16.25,168.12,2007-12-27,2006-11-08,414,2,0.270670566473225
2006,10,17,2006,10,17,-5.519,148.115,2006-10-17,2006-10-17,0,3,0.149361205103592
2006,10,10,2007,10,4,12.769,124.056,2007-10-04,2006-10-10,359,1,0.367879441171442
2006,10,4,2006,10,4,-39.28,175.57,2006-10-04,2006-10-04,0,0,0
2006,9,25,2006,9,25,-4.016,103.121,2006-09-25,2006-09-25,0,1,0.367879441171442
2006,9,25,2006,12,16,10.2,-84.233,2006-12-16,2006-09-25,82,1,0.367879441171442
2006,9,17,2006,9,17,58.77,-153.672,2006-09-17,2006-09-17,0,0,0
2006,9,10,2006,9,10,-0.979,100.681,2006-09-10,2006-09-10,0,2,0.270670566473225
2006,9,1,2006,9,21,11.538,-85.622,2006-09-21,2006-09-01,20,8,0.00268370102322009
2006,8,23,2006,8,23,34.094,139.526,2006-08-23,2006-08-23,0,2,0.270670566473225
2006,8,11,2010,1,31,-4.271,152.203,2010-01-31,2006-08-11,1269,7,0.00638317375888161
2006,8,9,2008,7,6,-5.525,148.42,2008-07-06,2006-08-09,697,3,0.149361205103592
2006,8,7,2006,8,16,-18.992,-174.775,2006-08-16,2006-08-07,9,2,0.270670566473225
2006,8,4,2006,10,25,11.985,-86.165,2006-10-25,2006-08-04,82,9,0.00111068823678012
2006,8,4,2006,8,6,12.606,-86.84,2006-08-06,2006-08-04,2,3,0.149361205103592
2006,7,20,2007,5,1,-21.244,55.708,2007-05-01,2006-07-20,285,0,0
2006,7,14,2006,12,15,37.748,14.999,2006-12-15,2006-07-14,154,1,0.367879441171442
2006,7,13,2006,10,1,13.257,123.685,2006-10-01,2006-07-13,80,2,0.270670566473225
2006,7,3,2007,10,16,2.781,125.407,2007-10-16,2006-07-03,470,0,0
2006,7,1,2006,7,1,-7.791,123.585,2006-07-01,2006-07-01,0,0,0
2006,6,3,2006,7,25,10.412,123.132,2006-07-25,2006-06-03,52,0,0
2006,5,28,2006,6,3,-11.75,43.38,2006-06-03,2006-05-28,6,0,0
2006,4,18,2007,7,18,-23.37,-67.73,2007-07-18,2006-04-18,456,1,0.367879441171442
2006,4,16,2006,12,29,55.972,160.595,2006-12-29,2006-04-16,257,2,0.270670566473225
2006,3,25,2009,7,4,-16.355,-70.903,2009-07-04,2006-03-25,1197,1,0.367879441171442
2006,3,24,2006,3,24,10.2,-84.233,2006-03-24,2006-03-24,0,1,0.367879441171442
2006,3,21,2006,3,21,43.384,144.013,2006-03-21,2006-03-21,0,6,0.0148725130599982
2006,3,21,2006,6,28,12.769,124.056,2006-06-28,2006-03-21,99,4,0.0732625555549367
2006,3,20,2006,6,26,16.35,145.67,2006-06-26,2006-03-20,98,2,0.270670566473225
2006,3,17,2006,3,17,-29.27,-177.92,2006-03-17,2006-03-17,0,2,0.270670566473225
2006,3,16,2007,8,9,-7.54,110.446,2007-08-09,2006-03-16,511,0,0
2006,3,11,2008,3,3,-53.106,73.513,2008-03-03,2006-03-11,723,0,0
2006,3,9,2010,10,26,14.382,-90.601,2010-10-26,2006-03-09,1692,2,0.270670566473225
2006,3,3,2006,9,7,56.17,-159.38,2006-09-07,2006-03-03,188,0,0
2006,3,1,2007,1,18,-5.05,151.33,2007-01-18,2006-03-01,323,14,1.164140206745e-05
2006,2,21,2006,2,23,13.257,123.685,2006-02-23,2006-02-21,2,2,0.270670566473225
2006,2,17,2006,2,17,34.094,139.526,2006-02-17,2006-02-17,0,1,0.367879441171442
2006,2,11,2007,11,9,-10.386,165.804,2007-11-09,2006-02-11,636,2,0.270670566473225
2006,2,6,2006,10,28,52.825,-169.944,2006-10-28,2006-02-06,264,2,0.270670566473225
2005,12,26,2006,1,24,1.112,124.737,2006-01-24,2005-12-26,29,1,0.367879441171442
2005,12,16,2005,12,22,37.748,14.999,2005-12-22,2005-12-16,6,1,0.367879441171442
2005,12,9,2006,4,27,59.363,-153.43,2006-04-27,2005-12-09,139,1,0.367879441171442
2005,11,29,2005,12,1,55.972,160.595,2005-12-01,2005-11-29,2,2,0.270670566473225
2005,11,27,2006,2,16,-15.389,167.835,2006-02-16,2005-11-27,81,8,0.00268370102322009
2005,11,24,2005,12,8,-11.75,43.38,2005-12-08,2005-11-24,14,0,0
2005,11,24,2006,7,12,1.22,-77.37,2006-07-12,2005-11-24,230,0,0
2005,11,13,2006,5,27,12.702,-87.004,2006-05-27,2005-11-13,195,2,0.270670566473225
2005,10,27,2006,8,1,-16.507,168.346,2006-08-01,2005-10-27,278,2,0.270670566473225
2005,10,22,2005,10,30,-0.83,-91.17,2005-10-30,2005-10-22,8,0,0
2005,10,16,2005,11,17,-5.416,150.027,2005-11-17,2005-10-16,32,6,0.0148725130599982
2005,10,4,2006,1,18,-21.244,55.708,2006-01-18,2005-10-04,106,0,0
2005,9,26,2005,9,29,12.595,40.48,2005-09-29,2005-09-26,3,1,0.367879441171442
2005,9,11,2007,2,16,24.285,141.481,2007-02-16,2005-09-11,523,0,0
2005,9,7,2005,11,4,56.17,-159.38,2005-11-04,2005-09-07,58,0,0
2005,8,16,2006,1,16,9.83,-104.3,2006-01-16,2005-08-16,153,0,0
2005,7,28,2005,11,10,11.538,-85.622,2005-11-10,2005-07-28,105,6,0.0148725130599982
2005,7,23,2005,8,15,-8.119,114.056,2005-08-15,2005-07-23,23,1,0.367879441171442
2005,7,16,2005,8,16,64.633,-17.516,2005-08-16,2005-07-16,31,0,0
2005,7,2,2005,7,21,24.285,141.481,2005-07-21,2005-07-02,19,0,0
2005,6,16,2005,10,1,13.853,-89.63,2005-10-01,2005-06-16,107,2,0.270670566473225
2005,5,26,2007,12,23,12.278,93.858,2007-12-23,2005-05-26,941,1,0.367879441171442
2005,5,13,2005,5,29,-0.37,-91.55,2005-05-29,2005-05-13,16,0,0
2005,5,4,2005,5,4,-23.37,-67.73,2005-05-04,2005-05-04,0,1,0.367879441171442
2005,4,19,2006,3,31,-5.525,148.42,2006-03-31,2005-04-19,346,3,0.149361205103592
2005,4,19,2005,7,18,1.112,124.737,2005-07-18,2005-04-19,90,1,0.367879441171442
2005,4,16,2005,4,18,-11.75,43.38,2005-04-18,2005-04-16,2,0,0
2005,4,15,2013,2,5,16.72,-62.18,2013-02-05,2005-04-15,2853,0,0
2005,4,14,2005,8,16,32.884,131.104,2005-08-16,2005-04-14,124,0,0
2005,4,12,2005,5,18,34.094,139.526,2005-05-18,2005-04-12,36,1,0.367879441171442
2005,4,12,2005,7,18,-0.979,100.681,2005-07-18,2005-04-12,97,3,0.149361205103592
2005,3,27,2005,8,9,-5.05,151.33,2005-08-09,2005-03-27,135,8,0.00268370102322009
2005,3,13,2005,11,27,52.825,-169.944,2005-11-27,2005-03-13,259,1,0.367879441171442
2005,3,12,2005,4,7,50.324,155.461,2005-04-07,2005-03-12,26,3,0.149361205103592
2005,3,8,2005,3,8,31.44,140.051,2005-03-08,2005-03-08,0,0,0
2005,3,4,2005,3,30,11.985,-86.165,2005-03-30,2005-03-04,26,3,0.149361205103592
2005,3,2,2006,6,27,-25.887,-177.188,2006-06-27,2005-03-02,482,2,0.270670566473225
2005,2,23,2005,5,5,52.381,-174.166,2005-05-05,2005-02-23,71,1,0.367879441171442
2005,2,17,2005,2,26,-21.244,55.708,2005-02-26,2005-02-17,9,0,0
2005,2,6,2005,2,27,-8.676,122.455,2005-02-27,2005-02-06,21,1,0.367879441171442
2005,1,30,2005,3,31,-16.507,168.346,2005-03-31,2005-01-30,60,2,0.270670566473225
2005,1,29,2005,2,16,50.686,156.014,2005-02-16,2005-01-29,18,3,0.149361205103592
2005,1,25,2006,2,17,-4.271,152.203,2006-02-17,2005-01-25,388,8,0.00268370102322009
2005,1,25,2005,5,25,10.412,123.132,2005-05-25,2005-01-25,120,0,0
2005,1,20,2005,4,7,56.056,160.642,2005-04-07,2005-01-20,77,2,0.270670566473225
2005,1,9,2020,4,17,19.023,-98.622,2020-04-17,2005-01-09,5577,0,0
2005,1,4,2005,2,14,56.17,-159.38,2005-02-14,2005-01-04,41,0,0
2004,12,3,2004,12,7,12.702,-87.004,2004-12-07,2004-12-03,4,3,0.149361205103592
